"Key","Item_Type","Publication_Year","Author","Title","Publication_Title","ISBN","ISSN","DOI","Url","Abstract_Note","Date","Date_Added","Date_Modified","Access_Date","Pages","Num_Pages","Issue","Volume","Number_Of_Volumes","Journal_Abbreviation","Short_Title","Series","Series_Number","Series_Text","Series_Title","Publisher","Place","Language","Rights","Type","Archive","Archive_Location","Library_Catalog","Call_Number","Extra","Notes","File_Attachments","Link_Attachments","Manual_Tags","Automatic_Tags","Editor","Series_Editor","Translator","Contributor","Attorney_Agent","Book_Author","Cast_Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed_Author","Scriptwriter","Words_By","Guest","Number","Edition","Running_Time","Scale","Medium","Artwork_Size","Filing_Date","Application_Number","Assignee","Issuing_Authority","Country","Meeting_Name","Conference_Name","Court","References","Reporter","Legal_Status","Priority_Numbers","Programming_Language","Version","System","Code","Code_Number","Section","Session","Committee","History","Legislative_Body"
"DXPW6S48","journalArticle","2013","Spoorenberg, Thomas","Fertility Changes in Central Asia Since 1980","Asian Population Studies","","1744-1730","10.1080/17441730.2012.752238","https://doi.org/10.1080/17441730.2012.752238","Limited studies document the fertility changes in Central Asia. Using survey and official data, this study describes the fertility changes since 1980 in Kazakhstan, the Kyrgyz Republic, and Uzbekistan. I first consider the swift decline in fertility in the 1980s and 1990s through the analysis of Synthetic Parity Progression Ratios (SPPRs). SPPRs show that women still have at least one child despite economic difficulties and that the end of communism affected more the transition to higher-order births. These results are however influenced by economic and demographic factors specific to each country. I investigate then the fertility upturn that is observed since the early 2000s—an issue neglected so far by demographers. Results from the analysis of official and household data show that in each country, the recent fertility increase resulted from the increase of distinct birth orders and was concentrated in specific ethnic groups.","2013-03-01","2021-06-29 09:37:03","2021-06-29 09:37:10","2021-06-29 09:36:41","50-77","","1","9","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","DHS1997","","","","","Central Asia; economic context; ethnicity; fertility; parity progression; population composition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXNEJC59","journalArticle","2013","Spoorenberg, Thomas","Fertility Changes in Central Asia Since 1980","Asian Population Studies","","1744-1730","10.1080/17441730.2012.752238","https://doi.org/10.1080/17441730.2012.752238","Limited studies document the fertility changes in Central Asia. Using survey and official data, this study describes the fertility changes since 1980 in Kazakhstan, the Kyrgyz Republic, and Uzbekistan. I first consider the swift decline in fertility in the 1980s and 1990s through the analysis of Synthetic Parity Progression Ratios (SPPRs). SPPRs show that women still have at least one child despite economic difficulties and that the end of communism affected more the transition to higher-order births. These results are however influenced by economic and demographic factors specific to each country. I investigate then the fertility upturn that is observed since the early 2000s—an issue neglected so far by demographers. Results from the analysis of official and household data show that in each country, the recent fertility increase resulted from the increase of distinct birth orders and was concentrated in specific ethnic groups.","2013-03-01","2021-06-29 09:36:41","2021-06-29 09:36:59","2021-06-29 09:36:41","50-77","","1","9","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","MICS2005","","C:\Users\Ilias\Zotero\storage\NIIH824V\17441730.2012.html","","","Central Asia; economic context; ethnicity; fertility; parity progression; population composition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZZ9FE8F","journalArticle","","Meimanaliev, Adilet-Sultan; Ibraimova, Ainoura; Elebesov, Bolot; Rechel, Bernd","Health Care Systems in Transition","","","","","","","","2021-06-29 09:33:40","2021-06-29 09:33:56","","125","","","","","","","","","","","","","en","","","","","Zotero","","DHS1997","","C:\Users\Ilias\Zotero\storage\X427KXDJ\Meimanaliev et al. - Health Care Systems in Transition.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTUZD7PN","journalArticle","2014","Caleyachetty, Rishi; Tait, Christopher A; Kengne, Andre P; Corvalan, Camila; Uauy, Ricardo; Echouffo-Tcheugui, Justin B","Tobacco use in pregnant women: analysis of data from Demographic and Health Surveys from 54 low-income and middle-income countries","The Lancet Global Health","","2214-109X","10.1016/S2214-109X(14)70283-9","https://www.sciencedirect.com/science/article/pii/S2214109X14702839","Background Worldwide, use of tobacco is viewed as an important threat to the health of pregnant women and their children. However, the extent of tobacco use in pregnant women in low-income and middle-income countries (LMICs) remains unclear. We assessed the magnitude of tobacco use in pregnant women in LMICs. Methods We used data from Demographic and Health Surveys (DHS) done in 54 LMICs between Jan 1, 2001, and Dec 1, 2012, comprising 58 922 pregnant women (aged 15–49 years), which were grouped by WHO region. Prevalence of current tobacco use (smoked and smokeless) was estimated for every country. Pooled estimates by regions and overall were obtained from random-effects meta-analysis. Findings Pooled prevalence of any tobacco use in pregnant women in LMICs was 2·6% (95% CI 1·8–3·6); the lowest prevalence was in the African region (2·0%, 1·2–2·9) and the highest was in the Southeast Asian region (5·1%, 1·3–10·9). The pooled prevalence of current tobacco smoking in pregnant women ranged from 0·6% (0·3–0·8) in the African region to 3·5% (1·5–12·1) in the Western Pacific region. The pooled prevalence of current smokeless tobacco use in pregnant women was lowest in the European region (0·1%, 0·0–0·3) and highest in the Southeast Asian region (2·6%, 0·0–7·6). Interpretation Overall, tobacco use in pregnant women in LMICs was low; however high prevalence estimates were noted in some LMICs. Prevention and management of tobacco use and exposure to second-hand smoke in pregnancy is crucial to protect maternal and child health in LMICs. Funding None.","2014-09-01","2021-06-29 09:30:58","2021-06-29 09:31:16","2021-06-29 09:30:58","e513-e520","","9","2","","The Lancet Global Health","Tobacco use in pregnant women","","","","","","","en","","","","","ScienceDirect","","DHS2012","","C:\Users\Ilias\Zotero\storage\4QUKH2VG\S2214109X14702839.html; C:\Users\Ilias\Zotero\storage\CNZY6XZD\Caleyachetty et al. - 2014 - Tobacco use in pregnant women analysis of data fr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJ2Z5RT3","journalArticle","2018","Childress, Saltanat","“Plates and Dishes Smash; Married Couples Clash”: Cultural and Social Barriers to Help-Seeking Among Women Domestic Violence Survivors in Kyrgyzstan","Violence Against Women","","1077-8012","10.1177/1077801217722239","https://doi.org/10.1177/1077801217722239","This article develops a grounded theory of help-seeking to investigate the social and cultural determinants of help-seeking among Kyrgyz women who have experienced domestic violence. Results indicate that cultural traditions and social norms—most notably the social construction of marriage, the shame associated with divorce, and the status of daughters-in-law in Kyrgyz society—are used to justify domestic violence and prevent victims from seeking help. The proposed theory and results suggest that scholars, policymakers, and front-line contacts must emphasize dispelling myths, misconceptions, and traditional beliefs about gender and marriage to break the abusive dynamics and provide professional help.","2018-05-01","2021-06-29 09:29:14","2021-06-29 09:29:24","2021-06-29 09:28:57","775-797","","7","24","","Violence Against Women","“Plates and Dishes Smash; Married Couples Clash”","","","","","","","en","","","","","SAGE Journals","","MICS2014","","","","","Central Asia; Kyrgyzstan; gender-based violence; domestic violence; help-seeking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSUCP9V5","journalArticle","2018","Childress, Saltanat","“Plates and Dishes Smash; Married Couples Clash”: Cultural and Social Barriers to Help-Seeking Among Women Domestic Violence Survivors in Kyrgyzstan","Violence Against Women","","1077-8012","10.1177/1077801217722239","https://doi.org/10.1177/1077801217722239","This article develops a grounded theory of help-seeking to investigate the social and cultural determinants of help-seeking among Kyrgyz women who have experienced domestic violence. Results indicate that cultural traditions and social norms—most notably the social construction of marriage, the shame associated with divorce, and the status of daughters-in-law in Kyrgyz society—are used to justify domestic violence and prevent victims from seeking help. The proposed theory and results suggest that scholars, policymakers, and front-line contacts must emphasize dispelling myths, misconceptions, and traditional beliefs about gender and marriage to break the abusive dynamics and provide professional help.","2018-05-01","2021-06-29 09:28:57","2021-06-29 09:29:09","2021-06-29 09:28:57","775-797","","7","24","","Violence Against Women","“Plates and Dishes Smash; Married Couples Clash”","","","","","","","en","","","","","SAGE Journals","","DHS2012","","","","","Central Asia; Kyrgyzstan; gender-based violence; domestic violence; help-seeking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMPVUNZJ","book","","","Kazakhstan and Kyrgyz Republic National Immunization Program","","","","","","The findings, interpretations, and conclusions expressed in this publication do not necessarily represent the views of the Asian Development Bank or those of its member governments. The Bank does not guarantee the accuracy of the data included in this publication and accepts no","","2021-06-29 09:26:25","2021-06-29 09:27:39","","","","","","","","","","","","","","","","","","","","CiteSeer","","DHS1997","","C:\Users\Ilias\Zotero\storage\TN85EIGP\Abbreviations.pdf; C:\Users\Ilias\Zotero\storage\JUT989EP\summary.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AT2TRQT","journalArticle","","Mertaugh, Michael","Education in Central Asia, With Particular Reference to the Kyrgyz Republic","","","","","","","","2021-06-29 09:25:29","2021-06-29 09:25:44","","26","","","","","","","","","","","","","en","","","","","Zotero","","DHS1997","","C:\Users\Ilias\Zotero\storage\W6I95H5P\EDUCINCE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUVHP68Z","journalArticle","2018","Hanson, Celina M.; Mirza, Imran; Kumapley, Richard; Ogbuanu, Ikechukwu; Kezaala, Robert; Nandy, Robin","Enhancing immunization during second year of life by reducing missed opportunities for vaccinations in 46 countries","Vaccine","","0264-410X","10.1016/j.vaccine.2018.04.070","https://www.sciencedirect.com/science/article/pii/S0264410X18305772","Background Delivering vaccination services during the second year of life (2YL)1Abbreviations: 2YL, denotes Second Year of Life or 2nd Year of Life.1 provides countries with an opportunity to achieve greater coverage, to provide booster doses and vaccines missed during the first year of life, as well as contribute towards disease control and elimination goals. Methods Using data from demographic health surveys (DHSs) conducted during 2010 to 2016, this paper explores the proportion of missed opportunities for vaccinations generally provided during routine immunization among children in their 2YL. Results DHS data in 46 countries surveyed 478,737 children, from which 169,259 children were 12–23 months old and had vaccination/health cards viewed by surveyors. From this group, 69,489 children aged 12–23 months had contact with health services in their 2YL. Three scenarios for a missed opportunity for vaccinations were analysed: (1) a child received one vaccine in the immunization schedule and was eligible for another vaccine, but did not receive any further vaccination, (2) a child received a vitamin A supplementation (VAS) and was due for a vaccine, but did not receive vaccines that were due, and (3) a child was taken to a health facility for a sick visit and was due (and eligible) for a vaccine, but did not receive the vaccine. A total of 16,409 (24%) children had one or more missed opportunities for vaccinations. Conclusion This analysis highlights the magnitude of the problem of missed opportunities in the 2YL. The global community needs to provide better streamlined guidance, policies and strategies to promote vaccination screenings at well-child and sick child visits in the 2YL. Where they do not exist, well-child visits in the 2YL should be established and strengthened.","2018-05-31","2021-06-29 09:16:58","2021-06-29 09:17:54","2021-06-29 09:16:58","3260-3268","","23","36","","Vaccine","","","","","","","","en","","","","","ScienceDirect","","DHS2012","","C:\Users\Ilias\Zotero\storage\ZQKS5L2C\S0264410X18305772.html","","","Immunization; Vaccination; Missed opportunities; Second year of life; Service delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQADV74D","journalArticle","2020","Bhutta, Zulfiqar A; Akseer, Nadia; Keats, Emily C; Vaivada, Tyler; Baker, Shawn; Horton, Susan E; Katz, Joanne; Menon, Purnima; Piwoz, Ellen; Shekar, Meera; Victora, Cesar; Black, Robert","How countries can reduce child stunting at scale: lessons from exemplar countries","The American Journal of Clinical Nutrition","","0002-9165","10.1093/ajcn/nqaa153","https://doi.org/10.1093/ajcn/nqaa153","Child stunting and linear growth faltering have declined over the past few decades and several countries have made exemplary progress.To synthesize findings from mixed methods studies of exemplar countries to provide guidance on how to accelerate reduction in child stunting.We did a qualitative and quantitative synthesis of findings from existing literature and 5 exemplar country studies (Nepal, Ethiopia, Peru, Kyrgyz Republic, Senegal). Methodology included 4 broad research activities: 1) a series of descriptive analyses of cross-sectional data from demographic and health surveys and multiple indicator cluster surveys; 2) multivariable analysis of quantitative drivers of change in linear growth; 3) interviews and focus groups with national experts and community stakeholders and mothers; and 4) a review of policy and program evolution related to nutrition.Several countries have dramatically reduced child stunting prevalence, with or without closing geographical, economic, and other population inequalities. Countries made progress through interventions from within and outside the health sector, and despite significant heterogeneity and differences in context, contributions were comparable from health and nutrition sectors (40% of change) and other sectors (50%), previously called nutrition-specific and -sensitive strategies. Improvements in maternal education, maternal nutrition, maternal and newborn care, and reductions in fertility/reduced interpregnancy intervals were strong contributors to change. A roadmap to reducing child stunting at scale includes several steps related to diagnostics, stakeholder consultations, and implementing direct and indirect nutrition interventions related to the health sector and nonhealth sector .Our results show that child stunting reduction is possible even in diverse and challenging contexts. We propose that our framework of organizing nutrition interventions as direct/indirect and inside/outside the health sector should be considered when mapping causal pathways of child stunting and planning interventions and strategies to accelerate stunting reduction to achieve the 2030 Sustainable Development Goals.","2020-09-14","2021-06-28 17:27:22","2021-06-28 17:27:39","2021-06-28 17:27:04","894S-904S","","Supplement_2","112","","The American Journal of Clinical Nutrition","How countries can reduce child stunting at scale","","","","","","","","","","","","Silverchair","","MICS2015???","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUZM3DKH","journalArticle","2020","Bhutta, Zulfiqar A; Akseer, Nadia; Keats, Emily C; Vaivada, Tyler; Baker, Shawn; Horton, Susan E; Katz, Joanne; Menon, Purnima; Piwoz, Ellen; Shekar, Meera; Victora, Cesar; Black, Robert","How countries can reduce child stunting at scale: lessons from exemplar countries","The American Journal of Clinical Nutrition","","0002-9165","10.1093/ajcn/nqaa153","https://doi.org/10.1093/ajcn/nqaa153","Child stunting and linear growth faltering have declined over the past few decades and several countries have made exemplary progress.To synthesize findings from mixed methods studies of exemplar countries to provide guidance on how to accelerate reduction in child stunting.We did a qualitative and quantitative synthesis of findings from existing literature and 5 exemplar country studies (Nepal, Ethiopia, Peru, Kyrgyz Republic, Senegal). Methodology included 4 broad research activities: 1) a series of descriptive analyses of cross-sectional data from demographic and health surveys and multiple indicator cluster surveys; 2) multivariable analysis of quantitative drivers of change in linear growth; 3) interviews and focus groups with national experts and community stakeholders and mothers; and 4) a review of policy and program evolution related to nutrition.Several countries have dramatically reduced child stunting prevalence, with or without closing geographical, economic, and other population inequalities. Countries made progress through interventions from within and outside the health sector, and despite significant heterogeneity and differences in context, contributions were comparable from health and nutrition sectors (40% of change) and other sectors (50%), previously called nutrition-specific and -sensitive strategies. Improvements in maternal education, maternal nutrition, maternal and newborn care, and reductions in fertility/reduced interpregnancy intervals were strong contributors to change. A roadmap to reducing child stunting at scale includes several steps related to diagnostics, stakeholder consultations, and implementing direct and indirect nutrition interventions related to the health sector and nonhealth sector .Our results show that child stunting reduction is possible even in diverse and challenging contexts. We propose that our framework of organizing nutrition interventions as direct/indirect and inside/outside the health sector should be considered when mapping causal pathways of child stunting and planning interventions and strategies to accelerate stunting reduction to achieve the 2030 Sustainable Development Goals.","2020-09-14","2021-06-28 17:27:04","2021-06-28 17:27:18","2021-06-28 17:27:04","894S-904S","","Supplement_2","112","","The American Journal of Clinical Nutrition","How countries can reduce child stunting at scale","","","","","","","","","","","","Silverchair","","DHS2012","","C:\Users\Ilias\Zotero\storage\LTAJCQSG\Bhutta et al. - 2020 - How countries can reduce child stunting at scale .pdf; C:\Users\Ilias\Zotero\storage\DMKIPGPU\5874566.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FX8NFGM9","journalArticle","2020","Bellizzi, S.; Mannava, P.; Nagai, M.; Sobel, H. L.","Reasons for discontinuation of contraception among women with a current unintended pregnancy in 36 low and middle-income countries","Contraception","","0010-7824","10.1016/j.contraception.2019.09.006","https://www.sciencedirect.com/science/article/pii/S0010782419304305","Objectives To explore the reasons for discontinuation of the last contraceptive method used in women with a current unintended pregnancy. Study design We conducted a retrospective analysis using contraceptive calendar data from Demographic and Health Surveys from 36 low- and middle-income countries from 2005 through 2014. The prevalence of contraception utilization and the contribution of each reason for contraceptive discontinuation was calculated, at country level as well as for the pooled dataset, for 10,901 women aged 15–49 before the current unintended pregnancies. Results Unintended pregnancies ranged from 5.5% of all pregnancies in the Kyrgyz Republic to 60.0% in Colombia and Peru. In Central Asian and in six African countries, over 80% of women with a current unintended pregnancy had not used any contraceptives in the previous five years. Use of long-acting modern methods remained consistently low across all countries. Among women who last used a traditional method, 83.8% discontinued due to failure. Among women who last used a long-acting modern method, 40.2% discontinued because of side effects. Conclusions Our findings confirm that more than 65.0% of women with an unintended pregnancy in 36 low and middle-income countries were either non-users or using traditional methods. An additional 31.2% were using short-acting modern methods. Long-acting methods would have prevented the overwhelming majority of unintended pregnancies. Implications This paper shows the need for the health system to support use of suitable methods, reduce switching failure and identify early when women are having concerns about the method they are using.","2020-01-01","2021-06-28 17:22:07","2021-06-28 17:22:25","2021-06-28 17:22:07","26-33","","1","101","","Contraception","","","","","","","","en","","","","","ScienceDirect","","DHS2012","","C:\Users\Ilias\Zotero\storage\Z94R5S6T\S0010782419304305.html","","","Family planning; Developing countries; Demographic health survey; Unwanted pregnancies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBINRXIA","webpage","","","WHO | Proportion of birth attended by a skilled health worker","WHO","","","","https://www.who.int/reproductivehealth/publications/maternal_perinatal_health/2008_skilled_attendants/en/","The term “skilled attendant” refers to “an accredited health professional - such as a midwife, doctor or nurse - who has been educated and trained to proficiency in the skills needed to manage normal (uncomplicated) pregnancies, childbirth and the immediate postnatal period.","","2021-06-28 17:21:32","2021-06-30 14:00:44","2021-06-28 17:21:32","","","","","","","","","","","","","","","","","","","","","MICS2005","","C:\Users\Ilias\Zotero\storage\AQ9T6C3T\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JS2ZHRCY","journalArticle","1999","Bankole, Akinrinola; Singh, Susheela; Haas, Taylor","Characteristics of Women Who Obtain Induced Abortion: A Worldwide Review","International Family Planning Perspectives","","0190-3187","10.2307/2991944","https://www.jstor.org/stable/2991944","Context: Abortion levels may differ between subgroups of women because of variations in the level of unintended pregnancy and in the likelihood that women will choose abortion if they become pregnant unintentionally. Understanding differentials in levels of abortion according to women's characteristics can shed light on the circumstances surrounding the reasons leading to abortion. Methods: Data from government statistics, nationally representative sample surveys and subnational sources are used to estimate percentage distributions of abortions and abortion rates and ratios by selected characteristics of women, particularly age at abortion, marital status and parity. Comparisons are made within and across countries. Results: Women aged 40 and older generally obtain the lowest proportion of abortions (10% or fewer in most countries). Although adolescents account for a high proportion of abortions in some countries (for example, 33% in Cuba and 22% in Scotland), they do not obtain a disproportionate share of procedures. In general, abortion rates by women's age show an inverted U-shaped pattern. Abortion ratios by age, however, show two patterns: a U shape and a monotonic increase with age. In more than half of the countries studied, married women obtain a larger proportion of abortions than unmarried women. However, once pregnant, unmarried women are more likely than married women to choose abortion. More than half of abortions are obtained by women with at least one child. Some variations exist in these patterns by region. Conclusions: Women's characteristics influence their likelihood of terminating unintended pregnancies. However, within all demographic and socioeconomic subgroups, some women will obtain an abortion when faced with an unintended pregnancy.","1999","2021-06-28 17:18:34","2021-06-28 17:18:53","2021-06-28 17:18:34","68-77","","2","25","","","Characteristics of Women Who Obtain Induced Abortion","","","","","","","","","","","","JSTOR","","DHS1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISXS6KX2","journalArticle","2008","Avery, L.; Lazdane, G.","What do we know about sexual and reproductive health of adolescents in Europe?","The European Journal of Contraception & Reproductive Health Care","","1362-5187","10.1080/13625180701617621","https://doi.org/10.1080/13625180701617621","Objectives Acceptance of sexual and reproductive health as fundamental to the sustainable development of societies has allowed for creation of new reproductive health programmes and policies. WHO sexual and reproductive health (SRH) strategies were developed in the WHO Regional Office for Europe (2001), as well as globally (2004). Adolescent SRH is important in both strategies. Despite these commitments, adolescents remain vulnerable to poor reproductive health. The goal of this paper is to analyse the current status of SRH of adolescents in Europe.Methods Key reproductive health indicators were chosen. Information was obtained from published studies, databases and questionnaires sent to WHO reproductive health counterparts within the health ministries in the Member States of the WHO European Region.Results Pregnancy rate, age at first sexual intercourse, contraceptive use at first and last intercourse, contraceptive prevalence, HIV knowledge, and STI rates vary widely according to the population considered. Gender difference and lack of information pertaining to SRH of all adolescent populations are other key findings.Conclusions While the SRH of most European adolescents is good, they remain a vulnerable population. Lack of standardized reproductive indicators and age specific aggregate data make it difficult to accurately assess the situation in individual countries or perform cross country comparison.","2008-01-01","2021-06-28 17:17:58","2021-06-28 17:18:15","2021-06-28 17:17:58","58-70","","1","13","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","DHS1997","","C:\Users\Ilias\Zotero\storage\GVK7X8MW\13625180701617621.html","","","Europe; Adolescent; Reproductive health; Sexual health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57XTRG2R","journalArticle","2011","Ibraimova, Ainura; Akkazieva, Baktygul; Ibraimov, Aibek; Dale, Elina; Rechel, Bernd","Kyrgyzstan: Health system review","Health systems in transition","","","","","Kyrgyzstan has undertaken wide-ranging reforms of its health system in a challenging socioeconomic and political context. The country has developed two major health reform programmes after becoming independent: Manas (1996 to 2006) and Manas Taalimi (2006 to 2010). These reforms introduced comprehensive structural changes to the health care delivery system with the aim of strengthening primary health care, developing family medicine and restructuring the hospital sector.Major service delivery improvements have included the introduction of new clinical practice guidelines, improvements in the provision and use of pharmaceuticals, quality improvements in the priority programmes for mother and child health, cardiovascular diseases, tuberculosis and HIV/AIDS, strengthening of public health and improvements in medical education. A Community Action for Health programme was introduced through new village health committees, enhancing health promotion and allowing individuals and communities to take more responsibility for their own health. Health financing reform consisted of the introduction of a purchaser provider split and the establishment of a single payer for health services under the state-guaranteed benefit package (SGBP). Responsibility for purchasing health services has been consolidated under the Mandatory Health Insurance Fund (MHIF), which pools general revenue and health insurance funding. Funds have been pooled at national level since 2006, replacing the previous pooling at oblast level. The transition from oblast-based pooling of funds to pooling at the national level allowed the MHIF to distribute funds more equitably for the SGBP and the Additional Drug Package. Although utilization of both primary care and hospital services declined during the 1990s and early 2000s, it is increasing again. There is increasing equality of access across regions, improved financial protection and a decline in informal payments, but more efforts will be required in these areas in the future.","2011-03-01","2021-06-28 17:15:57","2021-06-28 17:16:08","","xiii, xv-xx, 1","","","13","","Health systems in transition","Kyrgyzstan","","","","","","","","","","","","ResearchGate","","MICS2005","","","https://www.researchgate.net/publication/51242051_Kyrgyzstan_Health_system_review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63IBDKFS","bookSection","2002","Mckee, Martin; Chenet, L","Patterns of health","","","","","","","2002-01-01","2021-06-28 17:09:53","2021-06-28 17:10:24","","","","","","","","","","","","","","","","","","","","ResearchGate","","DHS1997","","","https://www.researchgate.net/publication/291843434_Patterns_of_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TE7IFPHP","book","2001","Gubhaju, Bhakta B.","Health in the Asian and Pacific Region","","","","","","","2001","2021-06-28 17:07:39","2021-06-28 17:07:53","","","","","","","","","","","","","","","","","","","","CiteSeer","","DHS1997","","C:\Users\Ilias\Zotero\storage\5SQLF93X\Gubhaju - 2001 - Health in the Asian and Pacific Region.pdf; C:\Users\Ilias\Zotero\storage\JZ2BBZK2\summary.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9AXTB5A","journalArticle","2010","Lundeen, Elizabeth; Schueth, Tobias; Toktobaev, Nurjan; Zlotkin, Stanley; Hyder, S.M. Ziauddin; Houser, Robert","Daily Use of Sprinkles Micronutrient Powder for 2 Months Reduces Anemia among Children 6 to 36 Months of Age in the Kyrgyz Republic: A Cluster-Randomized Trial","Food and Nutrition Bulletin","","0379-5721","10.1177/156482651003100307","https://doi.org/10.1177/156482651003100307","BackgroundIron-deficiency anemia is widespread among young children in the Kyrgyz Republic, and there is an urgent need to identify an effective intervention to address this significant public health problem.ObjectiveTo test the effectiveness of a 2-month intervention with daily home fortification of complementary food using micronutrient powder (Sprinkles) in reducing anemia among children 6 to 36 months of age in the Kyrgyz Republic.MethodsIn this cluster-randomized, community-based effectiveness trial conducted in three regions of the Kyrgyz Republic, 24 clusters of children aged 6 to 36 months were randomly assigned to two groups. The intervention group (12 clusters, n = 1,103) received 60 sachets of micronutrient powder (12.5 mg elemental iron), which were taken as one sachet daily for 2 months. The control group (12 clusters, n = 1,090) did not receive micronutrient powder until after the study period. Blood hemoglobin concentration was assessed at the start and end of the intervention.ResultsFrom baseline to follow-up, the mean hemoglobin concentration in the intervention group increased by 7 g/L, whereas it decreased by 2 g/L in the control group (p < .001). The prevalence of anemia (hemoglobin < 110 g/L) in the intervention group decreased from 72% at baseline to 52% at follow-up, whereas it increased from 72% to 75% in the control group (p < .001). Compliance with the intervention was high, with children consuming on average 45 of the 60 sachets given.ConclusionsA course of 60 Sprinkles micronutrient powder sachets taken daily for 2 months is effective in improving hemoglobin levels and reducing the prevalence of anemia among young children in the Kyrgyz Republic.","2010-09-01","2021-06-28 17:06:35","2021-06-28 17:06:45","2021-06-28 17:06:18","446-460","","3","31","","Food Nutr Bull","Daily Use of Sprinkles Micronutrient Powder for 2 Months Reduces Anemia among Children 6 to 36 Months of Age in the Kyrgyz Republic","","","","","","","en","","","","","SAGE Journals","","DHS1997","","","","","Kyrgyzstan; Home fortification; iron-deficiency anemia; Kyrgyz republic; micronutrient powder; point-of-use fortification; Sprinkles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
